user_id	commet-number	song-id
63546413	15	['205312', '348021', '31062383', '121639', '121639', '121639', '25713084', '492878250', '29369011', '507487725', '376701', '386214', '387990', '419596181', '394056']
1394688647	29	['434070791', '431096244', '228738', '29710674', '486091928', '31191265', '486094163', '31191263', '31191273', '365102', '365108', '26075492', '307733', '316276', '316281', '316285', '330481', '330475', '330474', '330481', '330475', '330474', '330503', '330501', '32196864', '33789854', '33789854', '492878250', '29922054']
289736543	18	['103153', '103161', '103132', '492878250', '36307295', '36308288', '375156', '375173', '375177', '375300', '375332', '375300', '375300', '375357', '375411', '375420', '375485', '390504']
96513405	20	['86137', '35470352', '27591713', '36947804', '331496', '26207174', '376603', '376685', '376812', '376826', '376697', '376685', '376689', '376697', '376701', '376812', '376820', '376822', '376826', '382167']
119633421	11	['31149240', '512613128', '29588835', '26425123', '154855', '25699077', '515796152', '304740', '304740', '233488', '376822']
55113151	70	['531777547', '536243020', '536243025', '536243026', '536243048', '403710578', '403710577', '31912119', '25718004', '25718018', '25718019', '25718021', '29544226', '29544222', '399411707', '89053', '410508396', '95533', '227446', '522444208', '109383', '233438', '247922', '264251', '446508751', '26031143', '26031143', '298492', '298492', '298492', '298492', '297637', '297581', '308243', '308399', '308512', '308516', '308399', '306887', '34045591', '34045593', '34045590', '34045592', '25877498', '27598827', '404287032', '404287031', '34228924', '316522', '316545', '316594', '316545', '331698', '29734320', '29734321', '29734322', '29734320', '376729', '376761', '376724', '376729', '376750', '376822', '379292', '36392600', '36392600', '36392600', '36392921', '39224498', '39227475']
63078869	48	['495033980', '483446378', '28940313', '77323', '410508396', '224913', '225521', '108997', '229322', '229322', '484805932', '127724', '25639213', '254855', '255892', '34497546', '273451', '170585', '33761188', '32717718', '32717718', '25642833', '297581', '297609', '308516', '306887', '31381358', '25877498', '316446', '316522', '316632', '33937658', '33937658', '33937658', '29734291', '376572', '376714', '376719', '376761', '376689', '376714', '376724', '376719', '376822', '379292', '379293', '379305', '388773']
250322810	10	['62290', '66490', '135347', '376603', '376606', '376685', '376685', '376724', '376822', '379293']
255374513	11	['90073', '28838067', '376582', '376590', '376826', '376697', '376697', '376755', '376820', '376822', '376826']
283226757	18	['186872', '188007', '188061', '187985', '187796', '187615', '187620', '187636', '187796', '187985', '188007', '188075', '188061', '293930', '293930', '293935', '327440', '327440']
1426177217	129	['63741', '76950', '348600', '351606', '29717006', '351665', '351667', '351669', '92215', '351232', '353972', '120019', '119960', '366161', '366153', '366175', '488653411', '154853', '151445', '151448', '167932', '167934', '387555', '186517', '186674', '186691', '186723', '186731', '186770', '186783', '186728', '186780', '186796', '186801', '186804', '186813', '186818', '186829', '186848', '186861', '186875', '186881', '186887', '186883', '186890', '186893', '186896', '186902', '186913', '186907', '186918', '186916', '186928', '186924', '186936', '186940', '186944', '187235', '186953', '186957', '186963', '186978', '186982', '186988', '186985', '186990', '186992', '186728', '188098', '188101', '188113', '188105', '187118', '186813', '187791', '186829', '186796', '186801', '186861', '187247', '187235', '186940', '187247', '187247', '186940', '187235', '188113', '188098', '187607', '187615', '187611', '187620', '187624', '187647', '187636', '187663', '187673', '187655', '187673', '187675', '187716', '186861', '187791', '187780', '187784', '187784', '187780', '187791', '187840', '187118', '188022', '188025', '188075', '188101', '188098', '188105', '188113', '190421', '196140', '491950399', '491950397', '491950406', '370559', '384249', '386710', '387555', '392155', '392155', '395075']
9758323	60	['114012', '261029', '161766', '168513', '168523', '26248156', '26248157', '187745', '187237', '186780', '186796', '186804', '186818', '186848', '187760', '187789', '186875', '186878', '186896', '186910', '186928', '186940', '187301', '187877', '187118', '187789', '186796', '187745', '187760', '187237', '187242', '187247', '187252', '22198094', '186940', '187237', '187301', '187242', '187247', '187252', '187247', '187237', '186940', '187301', '187252', '187242', '187615', '187636', '187663', '187655', '187745', '187760', '187789', '187789', '187877', '187118', '5284638', '293930', '293930', '312891']
45646520	17	['222758', '399555109', '29378845', '143403', '143403', '29814512', '28765288', '190241', '190246', '190241', '190246', '190241', '316759', '316759', '317465', '317465', '317465']
2865902	24	['346576', '351116', '351116', '351116', '92428', '92428', '92428', '92428', '92428', '92428', '92428', '92428', '92428', '92428', '355978', '190241', '190241', '190241', '299714', '299714', '299714', '299714', '307566', '386205']
45469547	12	['66452', '165058', '165058', '169214', '175449', '175320', '190241', '190241', '190241', '297966', '314785', '28802117']
334041165	10	['117212', '5272416', '5272416', '5272416', '5272416', '5272416', '5272416', '419485784', '419485784', '409060861']
367516122	11	['109054', '109063', '33861640', '36089314', '34274307', '34274310', '396905', '396905', '419485784', '419485784', '397096']
342272690	34	['396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '419485686', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '396696', '419485784', '419485784', '396696']
423292339	15	['481535079', '467011623', '467011631', '467011632', '467011635', '467011639', '454232008', '473440507', '473441463', '446512129', '36019520', '32640494', '31134815', '419485784', '419485784']
75808021	16	['528271465', '476245275', '476245281', '34280931', '373550', '32640491', '32640494', '32640497', '31134806', '31134815', '31134814', '31134816', '31134943', '466343093', '466343094', '466343090']
391300723	15	['28940608', '29786462', '489997412', '443700221', '32196687', '31381305', '29922625', '33255916', '33255935', '29088638', '106370', '518863707', '466343088', '466343093', '395583']
407425653	12	['862098037', '33255832', '504487173', '518863703', '481537080', '446508176', '446512127', '36019523', '34280938', '34280951', '31134933', '466343093']
73866139	349	['500686467', '500684504', '500686468', '500686471', '500686470', '206121', '206125', '206135', '206131', '206137', '70761', '31544857', '421137967', '421137974', '28196474', '28196478', '28196479', '28196482', '28196481', '28196483', '28196484', '28196486', '28196487', '28196485', '28196491', '28196489', '28196492', '28196494', '28196474', '28196479', '28196483', '28196484', '28196486', '28196487', '28196485', '28196491', '28196489', '28196492', '130071', '130080', '130062', '131199', '862098039', '862098044', '529814952', '529823874', '529823877', '492151395', '489997412', '443700226', '443700314', '443700332', '440403983', '440403985', '440403989', '440403991', '32196687', '31381296', '34770347', '34770349', '34770354', '34770357', '34770361', '29922673', '29922624', '29922627', '29922667', '29922670', '33255916', '33255933', '33255920', '33255817', '33255826', '28119905', '28119904', '28119907', '28119911', '28119915', '28119917', '29922756', '29922773', '29088633', '29088636', '29088641', '504487173', '504487175', '504492154', '391699', '258864', '258794', '258864', '148186', '148189', '148205', '148188', '148212', '148210', '148219', '148221', '148222', '148230', '148231', '148223', '148232', '148225', '148229', '148226', '153700', '153702', '153704', '153720', '153714', '153728', '153731', '153740', '153747', '153753', '153757', '153755', '153761', '153766', '153770', '153772', '153776', '153778', '153780', '153783', '159511', '41462326', '5264732', '5265355', '5265349', '5265350', '320163', '320163', '551337301', '551335283', '551337302', '551335286', '551338285', '551338286', '551338284', '551335287', '551337304', '551338287', '551338288', '551338289', '551337305', '551338290', '551337307', '551335291', '551335290', '528273435', '528273436', '528270409', '528270410', '528273437', '528272429', '528270411', '528272430', '528271461', '528273438', '528271462', '528271463', '528271464', '528272431', '528271465', '528270412', '528273440', '528271467', '528273439', '528272432', '528273441', '528270413', '518863690', '518863689', '518863692', '518863691', '518863693', '518863698', '518863696', '518863697', '518863695', '518863701', '518863702', '518863704', '518863703', '518863700', '518863705', '518863709', '518863711', '518863712', '518863715', '518863718', '528273442', '528273443', '511975272', '511975275', '511975277', '511975273', '511975276', '511975274', '511975282', '511975283', '511975281', '511975284', '511975288', '511975286', '511975287', '511975289', '511975292', '511975293', '511975296', '504264902', '504265926', '504265928', '504264905', '481537070', '481535077', '481537073', '481535081', '490637488', '490637490', '490637492', '490637493', '490637498', '467011624', '467011634', '490637471', '490637467', '490637472', '490637469', '467011638', '490637468', '454232002', '490637470', '454232004', '454438011', '473441460', '473440504', '454435105', '446512128', '446508186', '446508187', '408557888', '408557890', '408557891', '408557894', '408557895', '408557896', '446508182', '446508181', '463352908', '408557898', '408557903', '408557905', '408557904', '408557906', '408557909', '408557910', '408557911', '467011680', '446512130', '467011681', '467011683', '467011685', '467011686', '467011688', '467011690', '467011692', '36019516', '36019513', '36019518', '36019521', '36019512', '36019526', '36019525', '36019530', '36019528', '36019529', '476245273', '476245274', '476245275', '476245277', '476245278', '476245281', '476245280', '476245288', '476245290', '476245289', '34280928', '34280930', '34280937', '34280939', '34280946', '34280956', '34280950', '34280957', '373192', '34280954', '372585', '372382', '374191', '376445', '374123', '32640487', '375813', '32640491', '32640495', '32640493', '32640502', '32640498', '29457119', '29436452', '463160831', '463160828', '30148227', '28636637', '31134814', '31134817', '31134848', '31134816', '31134894', '31134895', '31134937', '31134936', '31134938', '31134943', '31134841', '466343085', '31134946', '466343087', '466343088', '466343089', '466343091', '466343097', '466343093', '466343098', '466343094', '466343095', '466343090', '466343099', '30031049', '29045580', '29045586', '29045593', '29045594', '29045601', '29045582']
63908202	83	['500686471', '208428', '208431', '208440', '81576', '81598', '29779667', '148210', '153720', '153747', '5265349', '5265350', '31165469', '551335283', '551338282', '551338283', '551338284', '551338289', '551335289', '551335292', '528270407', '518863693', '518863705', '518863715', '528273442', '511975295', '504264902', '481535078', '481537072', '490637488', '490637490', '490637492', '490637493', '490637498', '467011622', '467011628', '467011627', '490637471', '490637467', '490637472', '467011677', '467011678', '467011679', '454232001', '490637469', '490637468', '490637470', '473441460', '473440504', '473441463', '408557892', '463352908', '408557907', '467011681', '476245275', '476245277', '476245280', '476245288', '34280928', '34280937', '373192', '373126', '463160839', '375813', '463160821', '463160819', '463160830', '463160831', '463160832', '463160828', '31134814', '466343087', '466343088', '466343089', '466343091', '466343093', '466343098', '466343094', '466343095', '466343090', '466343099', '372511', '29045594']
3557689	13	['25638150', '201900', '528271465', '467011679', '408557891', '408557893', '36019530', '31134848', '466343087', '466343088', '466343089', '466343093', '392576']
312805475	74	['500686467', '500686471', '206125', '138754', '862100039', '862098044', '440403983', '440403985', '440403989', '33255933', '33255826', '28119905', '28119917', '29922771', '29922773', '33075063', '153702', '153704', '153714', '153747', '153755', '153770', '153772', '153776', '160700', '161092', '161060', '160928', '161013', '161072', '161087', '161060', '161092', '161209', '161060', '161072', '161310', '160934', '161291', '562592169', '28738797', '34376405', '444323488', '297355', '29023458', '518863703', '518863710', '511975283', '511975294', '467011632', '467011637', '490637471', '490637469', '490637468', '490637470', '446512126', '446508184', '476245281', '34280928', '373192', '26420091', '463160828', '31134944', '31134946', '466343093', '377948', '29999283', '29999292', '29999296', '29999225', '29999237', '29045586', '29045593', '29999180']
359217627	58	['462516495', '61393', '211088', '77049', '213653', '213653', '213151', '88963', '462839852', '512212726', '462839852', '462839852', '512212726', '109205', '109205', '5249355', '5249355', '5249355', '25830383', '521267931', '356900', '356148', '29806131', '29806131', '29806131', '29806131', '29806131', '29806131', '29806131', '358520', '174704', '258033', '258033', '33875965', '152218', '152234', '152260', '152260', '29897399', '174704', '177450', '177530', '180497', '180497', '294454', '33875965', '303787', '234703', '309922', '309922', '316873', '5280101', '333656', '518076075', '233469', '381996', '381998', '397575']
627670630	23	['68775', '68775', '68775', '5273668', '5273668', '280191', '164805', '467595332', '467590390', '467390461', '177450', '28387032', '195353', '28785619', '310859', '310859', '310859', '310859', '330686', '330686', '330686', '330686', '373011']
424199718	36	['86117', '5281251', '117569', '117569', '261723', '262224', '267873', '267774', '267926', '267873', '27867361', '156290', '156306', '27867361', '27867361', '178820', '178820', '178820', '178820', '177450', '178884', '178884', '193382', '193612', '193612', '194657', '194657', '202022', '201912', '202022', '202022', '302269', '34003066', '5280140', '5280140', '469288989']
249111966	43	['29795043', '63828', '214005', '26601260', '101806', '104500', '103051', '103051', '106918', '106929', '27583432', '26127219', '279964', '169473', '169495', '176765', '176850', '177580', '177708', '177450', '190920', '5253021', '5253019', '5253025', '5253021', '5253025', '5253019', '5253025', '5253021', '5253025', '5253019', '5253021', '5253025', '5253021', '302871', '30375340', '30482401', '333836', '329177', '329177', '330588', '330661', '259459']
48046679	20	['27591738', '27591738', '157243', '177450', '30780557', '196021', '196021', '28685406', '28680924', '28685419', '28685426', '28685431', '28685570', '28685575', '28680924', '28685419', '28685406', '28613289', '25729445', '25769512']
134082839	25	['63250', '107057', '29794589', '107345', '28288516', '116703', '116755', '21183790', '117111', '117307', '117376', '400163001', '28191284', '21095813', '29012063', '360397', '154661', '317584', '317584', '317584', '409374573', '21183959', '304700', '28465254', '419485696']
300365339	10	['91308', '31890357', '456863802', '434052555', '156115', '156164', '28274956', '159946', '25986028', '27931887']
98837579	11	['64602', '64617', '91308', '85444', '85441', '26584013', '26584013', '26075432', '190332', '370543', '370543']
75980429	28	['422252207', '422252208', '422252209', '422252216', '29019491', '422252207', '422252216', '28282366', '423118411', '32451498', '32451509', '32451512', '32451519', '32451515', '28138083', '315933', '315935', '315952', '315989', '315985', '32451512', '316120', '92449', '4874734', '4874734', '4874734', '4874734', '4874734']
30311514	23	['209239', '209239', '93112', '103068', '25641690', '25641690', '32451495', '32451502', '32451509', '32451510', '32451514', '28138082', '315993', '315985', '316069', '316075', '32451502', '316091', '316097', '316111', '316109', '316091', '316120']
269273790	14	['72374', '29544223', '120009', '354208', '354240', '354255', '354265', '354423', '167803', '183766', '183766', '27876812', '201865', '354423']
308492665	15	['108414', '150651', '150651', '5270868', '5270868', '25703069', '171386', '171386', '183766', '183750', '183766', '191219', '424262529', '29932086', '29932092']
37702078	10	['64257', '64257', '64257', '64257', '110449', '399353389', '300785', '300785', '300785', '300785']
398538176	14	['258770', '258770', '258770', '263601', '262996', '295942', '300785', '300785', '300785', '300785', '301007', '330351', '329255', '329255']
303616685	15	['67939', '67939', '568207692', '274446', '274446', '478203280', '26600948', '191977', '191977', '34986656', '300785', '300785', '300785', '300785', '5254274']
112107294	85	['213325', '86298', '256250', '256493', '276256', '276256', '276233', '276256', '276194', '276233', '29809715', '276191', '276256', '276256', '276256', '276245', '276191', '276192', '276276', '276256', '276256', '29809715', '276245', '276194', '276191', '276256', '276256', '276256', '276256', '276191', '276256', '276245', '276200', '29809715', '276233', '276191', '276192', '276194', '276199', '276209', '276219', '276215', '276204', '276138', '276144', '276155', '276233', '276235', '276239', '276192', '276242', '276249', '276255', '276256', '276256', '27612702', '276236', '276256', '276256', '276256', '276191', '276242', '29809715', '276245', '276200', '276168', '276256', '276192', '276243', '121617', '27612850', '27612855', '276233', '276199', '276245', '276249', '29809715', '276249', '110814', '110814', '110814', '110814', '473021352', '473021352', '32688999']
571631910	12	['26609138', '26609138', '256493', '29809715', '29809715', '29809715', '276235', '29809715', '29809715', '27928309', '27928259', '327322']
421342435	14	['536243045', '348801', '28287193', '111922', '144396', '29809715', '29809715', '29809715', '29809715', '29809715', '27867357', '171218', '384427', '28287193']
302186533	10	['27867300', '118244', '118244', '135293', '306727', '306731', '377574', '390545', '390548', '390545']
125881828	13	['229771', '105892', '491757243', '27876025', '27876025', '230047', '256202', '32102986', '25713082', '482633543', '431853558', '390545', '390545']
297324438	20	['447926710', '447926710', '28793576', '351411', '473870430', '25639219', '248607', '262234', '366757', '168380', '168464', '186801', '186801', '323588', '36199426', '27599311', '385533', '390545', '390545', '390555']
2943572	21	['32272979', '63222', '343052', '29753546', '29753547', '29753548', '29753551', '352204', '352204', '352204', '352204', '91315', '108562', '234492', '5270775', '5270775', '25864550', '5261705', '370077', '28009725', '31446065']
513115132	82	['345124', '68464', '68458', '68458', '68464', '68458', '68464', '68458', '68464', '68464', '68557', '349533', '348784', '348831', '349088', '349710', '349533', '348784', '349710', '349710', '349533', '349533', '349742', '349088', '514206889', '514206908', '352085', '352137', '438580547', '352204', '438580576', '514206908', '352085', '352096', '514206908', '352137', '514206904', '352096', '352204', '352215', '352085', '352096', '352085', '352085', '352096', '352137', '352215', '352204', '352204', '352096', '352215', '352096', '97088', '94986', '95082', '115911', '26112685', '366458', '366458', '366458', '366458', '156503', '156507', '26494567', '33887553', '536937123', '170594', '536937123', '33887553', '170594', '170594', '29004788', '186929', '405597665', '400161077', '400161077', '400161077', '28748071', '28748071', '27599003', '368922', '382901']
282285847	12	['352204', '352204', '352204', '352204', '93475', '544874120', '412493540', '570351401', '28830085', '25867270', '27599010', '27599008']
18446786	14	['448741016', '352204', '352204', '352059', '352204', '352204', '356070', '167575', '186569', '26418529', '28638704', '34998577', '28288523', '394856']
304479825	36	['41500996', '448508705', '63736', '211683', '424060336', '79505', '213146', '514206906', '352204', '412268264', '351627', '351600', '352204', '412268261', '352204', '352204', '89074', '89074', '361225', '28346514', '492818327', '157638', '158038', '158038', '169876', '186801', '186872', '186907', '186918', '186916', '186988', '186801', '373129', '372700', '491246638', '491246638']
388322055	25	['5256167', '78662', '352204', '438580572', '352204', '352204', '352204', '224051', '135280', '29816232', '29816232', '25702279', '152305', '305047', '299709', '300265', '27598819', '316725', '324970', '411928370', '331189', '330817', '330817', '330817', '28111620']
515458904	21	['350188', '28747838', '352204', '352314', '352204', '352314', '352204', '352204', '352314', '361143', '365836', '365831', '365831', '365836', '28240948', '27579094', '386521', '386521', '386521', '434550129', '390694']
110172243	15	['213824', '213824', '352204', '438580566', '438580566', '352204', '438580566', '438580566', '438580566', '352204', '352204', '25982716', '27804466', '394573', '376079']
453791680	18	['5278197', '352212', '352204', '438580557', '352212', '412268265', '514206894', '352204', '351851', '352212', '352204', '352212', '352204', '473289334', '506002421', '506002425', '29418453', '446874066']
18622020	177	['344000', '343998', '62295', '344361', '344372', '344379', '208973', '208984', '209080', '209113', '209122', '209116', '209116', '209192', '209113', '209224', '209113', '349670', '352159', '352212', '514206890', '514206906', '438580547', '352204', '352212', '351606', '514206891', '351629', '514206888', '351600', '352204', '352215', '352059', '352159', '352195', '352212', '352215', '352204', '352212', '352204', '352215', '223822', '28838066', '92266', '92266', '92266', '92266', '103046', '118646', '113935', '113932', '117157', '117157', '117102', '117102', '117105', '117113', '117157', '117102', '117105', '117113', '29816237', '25641689', '29816237', '25643040', '29816237', '29844294', '29844294', '28636047', '28636054', '567643215', '277836', '150400', '150435', '155219', '157186', '156273', '157264', '27867370', '157373', '157394', '27867401', '27867407', '156273', '27867406', '156278', '156281', '156300', '156301', '27867401', '27867407', '27867407', '156401', '156392', '156401', '157264', '157152', '157168', '157183', '27867406', '157186', '157227', '157237', '157243', '157233', '157280', '157264', '156572', '157272', '157292', '157268', '157340', '27867370', '157359', '157373', '157388', '157394', '157404', '157401', '300285', '300285', '185717', '187620', '193530', '300324', '299238', '300285', '494645973', '494858041', '26632170', '26632174', '26632164', '300285', '25699017', '297699', '297699', '297699', '32337372', '32337337', '308195', '317098', '326807', '326809', '326818', '326801', '326830', '326832', '369232', '371255', '373129', '376270', '376301', '376373', '376081', '376090', '376096', '376099', '376103', '377588', '531777584', '531777615', '531777614', '449769019', '449769023', '27955001', '156568', '34183118', '34182033', '31149383', '29588652', '386156', '387979', '387982', '387990', '387998', '394658', '394677']
392448392	16	['448316206', '448316210', '448316213', '448317191', '448316215', '448316217', '448317195', '448316216', '448317196', '448316219', '448317191', '137467', '492818322', '171108', '171108', '171239']
37028211	25	['348667', '223915', '85595', '93427', '93427', '367316', '293597', '293611', '294175', '294233', '294241', '295773', '298494', '298494', '298494', '298494', '307575', '307579', '307586', '306727', '306896', '326727', '326727', '369421', '33314484']
40644216	17	['27867519', '27867519', '97339', '258542', '258542', '258542', '400075212', '156717', '191510', '191510', '191159', '326737', '326727', '326727', '326737', '26402069', '112847']
6837335	11	['300066', '299599', '326722', '326727', '326709', '326704', '326704', '326709', '326722', '326727', '30284674']
494352597	15	['41663027', '293651', '293672', '293655', '293672', '326727', '326696', '326700', '326700', '326696', '326700', '26590189', '326727', '482478350', '370930']
52419940	20	['64660', '64660', '64660', '64660', '34142709', '185704', '189239', '189239', '189239', '189239', '189239', '26513448', '326727', '326727', '327192', '330746', '394672', '394672', '187309', '187309']
124192013	12	['28315264', '29457944', '26144303', '326727', '326709', '326709', '326727', '330104', '340947', '340948', '29544584', '394850']
124205244	46	['25657322', '209399', '209420', '215091', '25911433', '25710162', '25710162', '25710164', '25710164', '25710165', '25710165', '350906', '485462378', '426341535', '120326', '255611', '139997', '262839', '277873', '28432193', '1234349', '169876', '176162', '25699085', '306734', '306740', '306584', '307717', '27566319', '310747', '310771', '310800', '310851', '312814', '316269', '34228858', '316436', '326522', '326524', '326528', '329169', '329169', '327905', '327904', '327907', '327906']
326305431	30	['27867489', '27867489', '27867489', '40147564', '27713956', '27713956', '34274575', '193971', '196055', '196055', '196200', '308334', '308334', '306978', '306978', '329871', '34200913', '34200913', '34200913', '22817422', '28699898', '377675', '28699898', '377480', '377445', '377480', '377547', '377480', '377675', '390909']
495929451	99	['536243036', '212074', '94666', '94666', '219773', '28838065', '101924', '94666', '94666', '26222259', '26222259', '113781', '308413', '308413', '534544871', '534544873', '28838065', '25641690', '254727', '254729', '25641690', '25641683', '27713956', '25864189', '25864189', '27483095', '27713956', '259786', '545807914', '545807914', '28732153', '28732239', '193823', '193823', '193952', '480163774', '493449882', '31165018', '298380', '298414', '298478', '31165018', '31165018', '298380', '298414', '298478', '305050', '305050', '308472', '308413', '308413', '308430', '308413', '308472', '308472', '28068290', '306878', '306851', '306878', '306893', '306878', '28068290', '25877502', '25877501', '316566', '27598821', '316566', '316650', '28892214', '330203', '330203', '330203', '330393', '330393', '340567', '28695115', '26418463', '340572', '333337', '28908087', '421203206', '409872159', '36867385', '33497869', '383195', '383149', '383149', '383159', '383168', '383165', '383162', '383183', '383195', '383190', '383550', '383565', '406907388', '32835268', '35307574']
28939125	34	['68808', '349617', '349617', '349617', '78433', '78433', '78433', '78433', '103599', '112261', '115403', '112261', '115131', '254452', '27713956', '27713956', '146381', '150551', '156394', '409941486', '168859', '186163', '194439', '194439', '307658', '115499', '385689', '385689', '385810', '32192428', '188300', '188434', '188635', '188300']
309494831	11	['453062349', '424538389', '247696', '27713956', '27713956', '406072345', '25877504', '27598816', '316737', '316737', '332253']
329749624	25	['28781069', '26429030', '214904', '214904', '89043', '103217', '114519', '25826831', '111704', '111704', '111704', '27713956', '27713956', '273614', '256099', '186206', '28936604', '25826831', '25826831', '25826831', '25826831', '25826831', '331511', '389070', '389073']
122044506	12	['64218', '64218', '64218', '64218', '348190', '84607', '366830', '366865', '366894', '366906', '366909', '368786']
5951197	29	['205337', '28461445', '28461446', '68272', '78748', '353977', '355107', '28387136', '29810905', '405987926', '361822', '278082', '366830', '440411513', '518484266', '410715161', '41462326', '169300', '319095', '319095', '333495', '333495', '368699', '368700', '368702', '385670', '468866746', '391229', '394526']
117805286	10	['28302961', '28302961', '28828693', '28828693', '366830', '366906', '297672', '297672', '297672', '297672']
46028693	16	['27747273', '27747273', '27747273', '209546', '351881', '500665404', '361068', '253948', '364079', '407841075', '307401', '307401', '307401', '307401', '380446', '27970210']
446884825	32	['112064', '112064', '112064', '112064', '112064', '112064', '5255662', '5255662', '5255662', '5255662', '5255662', '150424', '165372', '165372', '175246', '190658', '190658', '190658', '5252318', '5252318', '5252318', '5252318', '300360', '300360', '300360', '300360', '307401', '307401', '307401', '307401', '29366922', '188674']
612895893	22	['177340', '177340', '190526', '190778', '190246', '190532', '190532', '190778', '190526', '190778', '190793', '190526', '190532', '190246', '190778', '190793', '5244887', '192034', '307401', '307401', '307401', '307401']
399185123	11	['69827', '89089', '5268423', '5268423', '5268423', '5268423', '307401', '307401', '307401', '307401', '26348310']
546407563	10	['61032', '28068018', '571059463', '279736', '307401', '307401', '307401', '307401', '342345', '549941620']
61975143	31	['554241255', '554241255', '554241255', '348074', '554241255', '554241255', '348003', '864100018', '565966093', '351303', '557583694', '551335619', '26522012', '521417027', '488667582', '520458306', '444075364', '1303026566', '26402735', '562592191', '26590180', '28830082', '30500868', '30500868', '1294924048', '1305364671', '1305364671', '368203', '29777919', '495463664', '433018042']
62868094	19	['130142', '521417027', '276065', '168075', '179086', '179092', '186532', '186561', '186574', '186582', '186680', '186703', '293893', '293893', '293893', '369272', '371299', '376975', '376030']
1350494033	13	['101505', '101562', '27804474', '28267426', '28267429', '28267439', '28267387', '28267393', '28267395', '28267412', '28283702', '1877622', '461632026']
104309642	15	['28288653', '28341888', '39436496', '39443452', '81381', '570086034', '569214143', '530995091', '27731555', '165402', '165400', '165400', '165402', '423407798', '506125570']
42128390	16	['61049', '77331', '77454', '77610', '221314', '93354', '115208', '115208', '26343171', '265222', '265222', '172227', '172227', '387581', '370899', '370911']
80341455	41	['207251', '70500', '70500', '72078', '350121', '216968', '216968', '216968', '216968', '90093', '92234', '454069107', '225524', '120315', '120315', '277873', '277922', '158710', '176763', '25864550', '190503', '293766', '293772', '293777', '293770', '293767', '293766', '293767', '293770', '293772', '293773', '293777', '307645', '307649', '306832', '311683', '311683', '26326398', '26326398', '28099693', '26075364']
5673309	39	['205700', '211660', '215498', '350760', '223792', '91258', '27876025', '27876025', '417250913', '230436', '230031', '238109', '235057', '235057', '235201', '235201', '247786', '247786', '259832', '465783750', '29715248', '29429924', '176652', '176652', '176652', '176652', '189751', '191632', '293777', '293777', '440101215', '308292', '308292', '308292', '327848', '327698', '308863', '350760', '298284']
3486190	12	['27533004', '34516002', '409647163', '409647163', '28167649', '233255', '233258', '248657', '34218977', '30053716', '184416', '41500742']
100482206	21	['72450', '520464277', '534542218', '534542218', '534542218', '493631465', '17822810', '554367706', '448916053', '448916053', '449482649', '449482649', '449824960', '557581647', '399342510', '416011629', '186706', '422132597', '462523414', '462523414', '492116049']
115059181	10	['469744081', '469744081', '525972048', '303299', '303299', '303299', '303299', '32640488', '32640490', '31134814']
634341486	12	['551335283', '518863692', '518863691', '518863699', '518863701', '518863700', '518863718', '481535076', '454435098', '32640490', '28636644', '28914061']
35101291	55	['110646', '110646', '110646', '110865', '110793', '110793', '110655', '110850', '110850', '412268305', '412268305', '352059', '110673', '401722037', '27526274', '110673', '110649', '110799', '110799', '110649', '248466', '25643047', '28636054', '28813048', '110862', '110862', '110862', '110862', '110862', '189074', '189429', '196708', '299510', '26902927', '26902927', '110880', '324970', '110675', '110721', '320737', '320751', '407677550', '373064', '373102', '110644', '110644', '373064', '373069', '373102', '377466', '377466', '377466', '29572365', '29572365', '110868']
112983948	112	['28838028', '190520', '472219472', '190379', '190379', '190379', '509726685', '512489109', '372630', '29822046', '27090711', '27090715', '27090752', '27090717', '27090713', '27090716', '27090713', '27090719', '27090718', '27090721', '27090723', '27090751', '27090726', '27090753', '187593', '27090730', '27090728', '27090713', '27090731', '27090735', '189665', '27090741', '27090747', '27090746', '28838028', '28838028', '187120', '187171', '27090726', '187179', '187184', '187189', '187194', '187199', '187204', '27090730', '27090751', '27090731', '27090753', '187433', '187251', '187256', '187261', '27090751', '187270', '187274', '187282', '191136', '191128', '190909', '190900', '191064', '190651', '189068', '188085', '188088', '110868', '188092', '188097', '188104', '473336061', '473336050', '188117', '188121', '188124', '188130', '188144', '188147', '188238', '190651', '32689007', '187330', '188252', '188255', '188265', '188268', '188274', '188281', '190773', '190379', '188527', '188144', '188686', '188121', '188360', '188847', '187605', '188888', '188393', '188396', '189616', '27090741', '27090753', '188469', '188472', '188425', '188427', '188435', '188445', '188448', '188452', '188456']
255606315	80	['188383', '188383', '188383', '188383', '28748716', '29822037', '27090711', '27090715', '27090717', '27090718', '27090744', '27090723', '27090722', '27090751', '27090726', '187593', '27090728', '27090735', '27090733', '187171', '27090726', '187179', '187184', '187189', '187199', '187204', '27090751', '187217', '187256', '27090751', '187270', '187274', '187278', '187282', '187286', '191153', '190651', '189068', '188082', '188085', '188087', '110868', '188092', '188097', '473336062', '473336066', '188117', '188124', '188144', '188166', '188854', '188182', '188223', '188238', '190651', '32689007', '188252', '188255', '188265', '188268', '188271', '188274', '188527', '188309', '188144', '188686', '188337', '188620', '188357', '188360', '188367', '188383', '188393', '188396', '188472', '188427', '188442', '188448', '188452', '188456']
